user_name,user_url,comment
Super_Mc2,http://p3.music.126.net/s8Fgse4Bmy6yqxI0JWnpJQ==/19120507207039075.jpg,你们听过周杰伦唱山歌吗[呲牙]
obcus,http://p4.music.126.net/WYdv-McIrVnd48zoZxqMDA==/5517349348277324.jpg,中间那一段rap简直神来之笔
运仔火贱,http://p3.music.126.net/uuo5pJJzVULywx_x8Uvv6Q==/7880199836597527.jpg,周杰伦再也唱不了这样的rap了。。。
丨无人予丨,http://p4.music.126.net/u0Isu1DqbRKg17JYHr7xmQ==/109951164076249923.jpg,"这是我听过三观最正的话了 ""抱歉 我并不喜欢你 出于礼貌一直没有跟你断开联系 这可能让你产生一些误会 我不想吊着你 也不值得你喜欢 我之前没有果断的拒绝你 是因为我知道爱而不得的感受 我也试着喜欢你 但就是没感觉 你很好但对不起"""
余烬清风,http://p4.music.126.net/-8BdOhRriki8k8N0QCHFlg==/109951167610306905.jpg,李玟的唱功真赞，周董自不必说，主唱和rap的完美衔接，勾勒出傲然独立历史回廊中漫步姿态，留给舞台下的是完美的刀马旦，留给自己的是不变的倔强。周董的音乐，潇洒飘逸，卓尔不群，没有所谓浓重的时代气息和强行接地气，因此就算是现在来听，多少年后来听，也一样是让人拍手称快[色]
穆如清风190518,http://p4.music.126.net/D3ZzkOcJwD1LozWnwCXqSQ==/109951164647718070.jpg,年少不知周杰伦贵，长大听歌都收费
美国演员Van-Darkholme,http://p4.music.126.net/ldlIiyanbMtzULLtU4Bu0Q==/109951163270909496.jpg,突然发现杰伦玩的转流行，嗨的了R&B，上的了古典。
阿桑-0,http://p3.music.126.net/FYQAhOwlEX8Z_fG3yhDTqQ==/109951168053863987.jpg,大家都是VIP 说话嚣张点
用户498579379,http://p3.music.126.net/jNa4GBGiDKsEdW770iHfBQ==/109951162939009879.jpg,网易云爸爸给点力吧，少了周董的歌，感觉不完整
初鹿野城,http://p4.music.126.net/aa55uFDcU3TimruePAIFpA==/109951165956355719.jpg,刘欢老师一句“你的背包”让我恍惚到以为京剧老包要出来了😂
从梦境中清醒,http://p3.music.126.net/P4K1fXr5NnZAZLQZl-v4Ig==/109951164023402950.jpg,这都没到999？？这么经典的双J歌曲？？
Maybe_-_-_-_-,http://p4.music.126.net/f2e76mycS6p3aGcts6b2BQ==/109951168523585469.jpg,想必各位都是为了乐迷来的吧[多多耍酷]
荣网易,http://p4.music.126.net/VgHr8_O-wRwtn4vlu-odgw==/18952281928168737.jpg,曾经的骑士诗人成了小公主，而从前的公主像骑士一样去坚持努力
SEAN-INFP,http://p3.music.126.net/W0azCQ6tt9caPPEbmVIZ6g==/109951165099720665.jpg,网易云什么时候买回周杰伦的版权呀，不想换播放器
KardelSharpeye,http://p3.music.126.net/CgKPvFIqQ7RH2NDhge13YA==/109951167406282596.jpg,竟然在网易云还能听到周董的声音！
起名字这种事当然是越长越好啦,http://p4.music.126.net/O1iYzlZv5gwsGQp_H8iGKQ==/3401888994261990.jpg,是什么让我们在此相遇？是贫穷！
化身孤岛的小丸子,http://p4.music.126.net/XUmGAysaVfFWJSWSutQ3WA==/109951168117132635.jpg,为什么我小时候最喜欢的歌才66个评论，光蔡依林和周杰伦这个组合就足够999+
赤色UNI,http://p3.music.126.net/pDAHF5P0kC1BlTBEFohEpQ==/109951163921307949.jpg,兄弟们，tx被制裁了，我们以后是不是就可以在网易云听周总的歌了
公众号_怀旧志,http://p4.music.126.net/Hm09kpnRIMVbAqZz6QF4jw==/109951164965884333.jpg,周杰伦是21世纪华语乐坛的领军人物，是对华语乐坛极具深远影响力和贡献值的音乐人，是中国流行音乐市场具有革命性和指标性的原创歌手，亦是一个时代的符号。毫无疑问的是：如果周杰伦把他写给别人的200多首歌做成专辑，周杰伦仍可让华语乐坛惊讶好一阵子。
双子星球大战,http://p4.music.126.net/gPAQz_8qTSB3EMlZZ7GGNw==/6625657070036974.jpg,周杰伦给jolin作曲的歌都很良心。
Mr饼蜀黍,http://p3.music.126.net/9k8TdWR4zC-0IW60sb68vQ==/3273246126373804.jpg,从上点到下 只有这个能在海外播。。请告诉我不是一个人
无名石de,http://p3.music.126.net/u9qVMB7zTQvaWnZFVZdSQA==/109951168954242960.jpg,我要做周董一辈子的歌迷！
昵称谢大林,http://p3.music.126.net/D1YdNY8gIuwQUy1Yd0Zx4Q==/109951166077203340.jpg,别说评论少了，为什么你能听到没点数吗[奸笑]
海风很大身边有你,http://p4.music.126.net/juiojieONaBTqq3hueYLmA==/109951168925114598.jpg,能到这里的，都是很想念杰伦的歌了。
-不吃鱼的猫m,http://p3.music.126.net/koiNKIiKafpWTWp_h6Rcjg==/109951163548636372.jpg,什么时候才能有杰伦的版权啊
